pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_PANCREAS_BETA_CELLS	0.516483516483517	0.833037929812123	0.0441523058441465	0.377199559437406	0.998920459536544	40	SYT13, MAFB, DPP4, IAPP, PAX4, GCK, LMO2, AKT3, NEUROG3, NKX2-2, PDX1, VDR, NKX6-1, ISL1, NEUROD1, SST, SLC2A2, PAX6, SRPRB, STXBP1, INSM1, DCX, CHGA, SPCS1, SEC11A, HNF1A, ABCC8, FOXA2
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.537462537462537	0.835928777105248	0.042331839351853	0.353634256867464	0.987907398254215	95	IFITM2, IFI35, TRIM5, PSME1, STAT2, GMPR, CASP8, CNP, TDRD7, NUB1, LGALS3BP, PNPT1, SELL, IRF9, CD47, IFITM1, GBP2, DHX58, TMEM140, PLSCR1, EIF2AK2, PSMA3, IL7, IFI44L, TRIM25, PARP14, ISG20, CXCL11, RSAD2, IL15, USP18, IFI30, UBE2L6, IFIH1, OGFR, PSME2, PROCR, LAMP3, OAS1, CMTR1, CSF1, SP110, HERC6, ISG15, LAP3
HALLMARK_ESTROGEN_RESPONSE_LATE	0.555444555444555	0.835928777105248	0.0408229003677776	0.342336966304059	0.988191091338087	195	UNC13B, KRT19, ADD3, ASS1, BATF, AREG, NCOR2, GINS2, KCNK5, TSPAN13, JAK1, SNX10, GLA, SERPINA1, PERP, FAM102A, SCNN1A, SULT2B1, ARL3, CXCL12, FARP1, BLVRB, FOS, ABHD2, OLFM1, LTF, PDCD4, PCP4, CLIC3, FLNB, UGDH, KIF20A, SIAH2, SLC7A5, CA2, XBP1, BTG3, AGR2, TIAM1, KLK11, DNAJC12, PTGER3, TOP2A, DHRS2, TOB1, PRLR, RAPGEFL1, HR, CCND1, CALCR, ASCL1, SLC24A3, PLAC1, SCUBE2, ALDH3B1, KRT13, ACOX2, ISG20, FGFR3, JAK2, TRIM29, TFF3, GPER1, PRSS23, RPS6KA2, MAPK13, CAV1, SLC1A4, KLK10, MOCS2, SCARB1, COX6C
HALLMARK_KRAS_SIGNALING_DN	0.568431568431568	0.835928777105248	0.03975964750879	0.341205957043542	0.98452380521316	193	FGGY, EDAR, ASB7, PTGFR, ADRA2C, TCF7L1, NPY4R, NUDT11, AMBN, C5, PDK2, ATP6V1B1, LYPD3, KCNMB1, P2RY4, FGF22, CLDN16, TGFB2, MSH5, SSTR4, PAX4, BRDT, TNNI3, SCN10A, PROP1, MTHFR, ZBTB16, NGB, KCNE2, TGM1, NTF3, TSHB, DLK2, CDH16, IL5, SERPINA10, SLC29A3, CLDN8, VPREB1, SPTBN2, TFF2, KCNQ2, CPEB3, MYH7, CCDC106, IFI44L, KRT13, ATP4A, HSD11B2, P2RX6, BMPR1B, FGFR3, CACNA1F, TFCP2L1, RSAD2, AKR1B10, SIDT1, EPHA5, KRT15, CYP39A1, COL2A1, SCGB1A1, IRS4, SNCB, CD80, CKM, SYNPO, PAX3, CD40LG, NRIP2, COPZ2, ITGB1BP2, SLC5A5
HALLMARK_HEDGEHOG_SIGNALING	0.64035964035964	0.914799486228058	0.0341946045318573	0.360829702756311	0.947433285788818	36	UNC5C, TLE3, RTN1, PTCH1, PML, NKX6-1, NRP1, AMOT, MYH9, LDB1, THY1, CDK5R1, ETS2, NF1, SHH, OPHN1, NRP2, HEY2, CELSR1, ACHE, GLI1
HALLMARK_DNA_REPAIR	0.723276723276723	0.965700965700966	0.0282219183873982	0.329597980140289	0.942497971672801	146	SAC3D1, RFC5, PDE4B, POLR2G, POLR2A, POM121, TARBP2, RFC2, TAF12, GTF2H5, POLR3GL, APRT, NME1, SURF1, TAF9, COX17, MPC2, BRF2, CSTF3, POLL, ERCC3, SUPT5H, LIG1, POLD1, BCAP31, ITPA, POLD4, XPC, CANT1, MPG, MRPL40, RFC3, ERCC8, TK2, RFC4, RPA2, DDB1, BCAM, ALYREF, RAD52, GTF2F1, RRM2B, AAAS, CDA, POLA2, NELFE, POLR1C, TAF13, DUT, DDB2, FEN1, GTF2H3, POLB, AK3, POLR2F, NCBP2, ZWINT, SRSF6, IMPDH2, RBX1, ARL6IP1, TMED2, NFX1, TAF1C, NELFCD, EDF1, HCLS1
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.74025974025974	0.965700965700966	0.0270265157079683	0.336973053824203	0.927079767964763	73	LSS, TM7SF2, PCYT2, CLU, CPEB2, SCD, CBS, ABCA2, ALDOC, ACAT2, ATF3, PLAUR, ADH4, PLSCR1, EBP, MAL2, MVK, NSDHL, ANXA13, ECH1, PNRC1, IDI1, GNAI1, TMEM97, NFIL3, ANXA5, TNFRSF12A, AVPR1A, S100A11, STARD4, FASN, LGALS3, ATXN2, LGMN, LDLR, CTNNB1, CHKA, ACTG1, STX5, GLDC
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.756243756243756	0.965700965700966	0.0259033757772498	0.331092447928644	0.928720705400538	104	GNA14, CAMK4, EGFR, ACACA, SQSTM1, STAT2, DDIT3, ADCY2, ECSIT, NCK1, RALB, FGF22, THEM4, AKT1, RPS6KA1, RAC1, CXCR4, TIAM1, ARF1, MAPK8, TBK1, RAF1, PTPN11, CDKN1A, SLC2A1, NFKBIB, AP2M1, SMAD2, YWHAB, AKT1S1, MKNK1, RPS6KA3, HSP90B1, LCK, PRKAA2, MAPK10, DUSP3, PAK4, FASLG, PFN1, MAP2K6, MAP3K7, PTEN, CAB39, PRKAG1, IL4, PPP2R1B, CAB39L, MAPK9, ACTR2, CDKN1B, PRKAR2A, NOD1, TSC2, PRKCB, RIPK1, IRAK4, PLCG1, RPTOR, FGF17, MKNK2, MAPK1
HALLMARK_ANGIOGENESIS	0.759240759240759	0.965700965700966	0.0256927476530375	0.337088868091284	0.885096796241985	36	VCAN, THBD, KCNJ8, APP, SLCO2A1, FSTL1, S100A4, ITGAV, PRG2, NRP1, JAG2, PDGFA, CXCL6, VTN, TIMP1, CCND2, SERPINA5, PF4, COL3A1, SPP1, LRPAP1, FGFR1, STC1, PTK2, TNFRSF21, COL5A2, VEGFA, MSX1, OLR1
HALLMARK_MYC_TARGETS_V2	0.774225774225774	0.965700965700966	0.0246382257063476	0.331815755844937	0.900062928524399	58	TFB2M, TBRG4, SUPV3L1, PUS1, EXOSC5, PHB, SLC19A1, SRM, MCM5, MAP3K6, MRTO4, PPRC1, LAS1L, TCOF1, PPAN, NOP16, RRP12, TMEM97, NDUFAF4, DCTPP1, RRP9, MYC, NOC4L, NIP7, UNG, WDR43, MCM4, PLK4, FARSA, NPM1, DUSP2, IMP4, NOP2
HALLMARK_G2M_CHECKPOINT	0.812187812187812	0.965700965700966	0.0219398252709772	0.320774467657337	0.925311160096715	188	NUSAP1, CCNT1, KIF11, E2F4, DMD, E2F3, FOXN3, BRCA2, HNRNPD, BUB3, GINS2, CDKN2C, HUS1, KATNA1, G3BP1, MCM2, ARID4A, MT2A, ORC5, TRA2B, MARCKS, DR1, TLE3, CKS2, KIF23, SLC7A5, TNPO2, KIF5B, CCNB2, PML, SAP30, DDX39A, ODC1, NUP50, HMMR, TOP2A, SLC7A1, FBXO5, RPA2, MCM5, CCND1, FANCC, BCL3, RPS6KA5, MCM6, YTHDC1, POLA2, RBL1, SFPQ, ABL1, CUL5, PRC1, ILF3, SNRPD1, LMNB1, LIG3, EZH2, KPNB1, SYNCRIP, NASP, PURA, HMGN2, MYC, HSPA8, CUL3, SMARCC1, SMC4, CENPE, HIF1A, RASAL2, MNAT1, ESPL1, CCNA2, TOP1, PRPF4B, CENPF, MTF2, ATRX, SMC1A, MEIS1, CTCF, KIF15, HMGA1, SRSF10, CHEK1, KIF2C, PBK, BIRC5, STIL, NUMA1, CHMP1A, PLK4
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.827172827172827	0.965700965700966	0.0208547494438027	0.322982586300305	0.907910293323686	107	NHP2, IGFBP1, CXXC1, PDIA6, BANF1, PSAT1, PAIP1, SLC30A5, POP4, EIF4A3, EXOSC4, SERP1, YWHAZ, EXOSC5, WIPI1, SLC7A5, HSPA5, ATF3, XBP1, FUS, KIF5B, PDIA5, HYOU1, CEBPG, EDC4, KHSRP, HSPA9, DDIT4, HERPUD1, SLC1A4, HSP90B1, EIF4G1, LSM4, PARN, CNOT2, ZBTB17, SRPRB, RRP9, SDAD1, FKBP14, EIF4EBP1
HALLMARK_TGF_BETA_SIGNALING	0.846153846153846	0.965700965700966	0.0194541744944906	0.320798325043343	0.865674227286154	53	KLF10, ACVR1, SERPINE1, CDK9, NCOR2, ID3, SMAD7, ID1, TGIF1, SLC20A1, APC, SMAD1, NOG, SPTBN1, ENG, LTBP2, JUNB, PPP1R15A, MAP3K7, FNTA
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.858141858141858	0.965700965700966	0.0185498307405843	0.317713059101164	0.917648641267524	198	MXD1, PDE4B, KLF10, NFKB1, SERPINE1, CCL20, TNFSF9, FOSL2, B4GALT5, SQSTM1, TSC22D1, BTG1, SPSB1, AREG, G0S2, GEM, YRDC, GPR183, RCAN1, BCL2A1, FOS, SERPINB8, MARCKS, PLAU, HBEGF, FOSB, DENND5A, DUSP5, CD69, SPHK1, LAMB3, RELA, BIRC3, PTPRE, ATF3, PLAUR, BTG3, PFKFB3, TGIF1, KLF2, TNF, RHOB, CD83, KLF9, SLC2A6, CCND1, BCL3, EGR1, TNC, DNAJB4, CEBPD, SOCS3, CXCL11, PHLDA1, HES1, CDKN1A, DUSP1, KYNU, PNRC1, BIRC2, SOD2, CD80, CCL5, NFIL3, IL18, CXCL6, NINJ1, EGR2, CXCL2, PTX3, IFIH1, TRIP10, MYC, JUNB, SIK1, ETS2, SLC2A3, GADD45B, PPP1R15A, NAMPT
HALLMARK_PROTEIN_SECRETION	0.869130869130869	0.965700965700966	0.0177038118052295	0.316243884969081	0.883454211650936	95	SEC22B, STX12, ADAM10, CTSC, GBF1, EGFR, GLA, ATP6V1B1, ANP32E, SSPN, RAB9A, IGF2R, SCAMP3, KIF1B, ARFGAP3, M6PR, TMX1, PPT1, YIPF6, ARF1, COPB2, GOLGA4, NAPA, NAPG, RAB22A, AP2M1, RAB2A, STX7, RPS6KA3, ARCN1, SCRN1, CLN5, VAMP3
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.897102897102897	0.969243522435012	0.0154513814985972	0.312894855263889	0.903528618613388	196	TGM2, VCAN, GPX7, CADM1, SERPINE1, NID2, TGFBR3, SGCD, AREG, HTRA1, SPARC, GEM, GPC1, CXCL12, SNAI2, BASP1, COL11A1, PVR, PRRX1, FUCA1, COMP, PDLIM4, MAGEE1, COL7A1, LGALS1, FBN2, FSTL1, CAP2, WIPF1, TPM4, PLAUR, PLOD2, ITGAV, COL5A3, WNT5A, CDH6, ECM2, FBLN5, COL6A2, RHOB, PDGFRB, FBLN1, TGFBI, MGP, TNC, COL1A1, IL32, TAGLN, DPYSL3, COL6A3, LAMA2, NNMT, FAP, TIMP3, NT5E, SGCG, IL15, LOXL2, OXTR, MXRA5, COL4A1, FOXC2, LRRC15, PPIB, SERPINE2, CTHRC1, THY1, COL5A1, MMP2, CXCL6, SGCB, PTX3, FBN1, TNFRSF12A, PCOLCE2, PMP22, CD59, GADD45B, ACTA2, PCOLCE, ELN, TIMP1, FMOD, BGN, IL6, IGFBP3, DAB2, P3H1, CAPG, SFRP1, IGFBP2, LAMA1, ID2, ITGB5, ITGA5, FBLN2, DCN, DKK1, CRLF1, SLIT2, TNFRSF11B, CXCL1, CDH2, GAS1, PLOD3, SFRP4, COL3A1, FN1, SPP1
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.911088911088911	0.969243522435012	0.0142522226913804	0.303743704110554	0.844568056601802	87	LTBR, STAT2, EBI3, IL10RB, IL18R1, PDGFC, LTB, IRF9, CCR1, HMOX1, IFNGR1, TNF, BAK1, STAT3, IL7, STAT1, PIK3R5, CD14, SOCS3, PTPN11, CSF3R, CXCL11, PTPN2, CSF2RA, IFNAR1, TNFRSF12A, CSF2RB, CRLF2, CSF1, ITGA4, TYK2, CCL7, IL6, CSF2, CBL, REG1A, IL3RA, OSMR, PF4
HALLMARK_E2F_TARGETS	0.984015984015984	0.988011988011988	0.00581457622839549	0.289352823236869	0.835246877552317	195	TUBB, ORC2, RFC2, TBRG4, BRCA2, HNRNPD, CDKN2C, HUS1, MCM2, NME1, NBN, PMS2, ASF1A, ANP32E, CHEK2, TRA2B, CDKN2A, CKS2, UBR7, KIF18B, LIG1, POLD1, CCNB2, RRM2, DEK, DDX39A, HMMR, RFC3, POP7, TOP2A, DONSON, TRIP13, CCNE1, RPA2, MCM5, RAD1, HMGB2, NUP107, MCM6, SNRPB, NCAPD2, POLA2, PNN, CDKN1A, CTPS1, RAD51AP1, PSMC3IP, CCP110, DCK, ING3, DUT, ILF3, NUP205, LMNB1, EZH2, SYNCRIP, DCTPP1, NASP, RPA1, MYC, UBE2T, RBBP7, SMC4, CENPE, ESPL1, TIMELESS, SLBP, UNG, RAD50, MCM4, PSIP1, SMC1A, CTCF, WEE1, HMGA1, CHEK1, POLD2, KIF2C, BIRC5, TP53, RANBP1, PAN2, PLK4, CIT, CDKN1B, CDCA3, GINS4, MELK, POLE, KPNA2
HALLMARK_MYC_TARGETS_V1	0.986013986013986	0.988011988011988	0.0054335217582325	0.288721458030802	0.833083780160683	193	NHP2, HDGF, PPM1G, EIF4H, ORC2, PSMD3, HNRNPD, BUB3, PSMD1, PSMD14, G3BP1, EEF1B2, MCM2, SNRPB2, TUFM, HNRNPA3, SSBP1, NME1, TRA2B, DDX21, PRPF31, HNRNPR, SRSF3, DEK, ODC1, COX5A, PRDX3, YWHAQ, PHB, SNRPA, RFC4, SRM, U2AF1, CYC1, MCM5, SERBP1, SET, MRPL23, APEX1, MCM6, TRIM28, NCBP1, CTPS1, PSMA2, SNRPA1, MRPS18B, DUT, PTGES3, RPS6, SNRPD1, NOP16, RPL34, KPNB1, EIF3J, SYNCRIP, HNRNPA2B1, NCBP2, IMPDH2, SF3B3, RRP9, PRPS2, MYC, MRPL9, RPL6, SMARCC1, EIF1AX, SRSF7, CCNA2, RPS10, C1QBP, CLNS1A, MCM4, STARD7, CANX, RPS3, DHX15, GLO1, SLC25A3, POLD2, RRM1
HALLMARK_MTORC1_SIGNALING	0.988011988011988	0.988011988011988	0.00502537209391229	0.286701161116145	0.827592580345597	195	FADS1, ADD3, TM7SF2, CTSC, IDH1, ACACA, SQSTM1, PSAT1, GOT1, PITPNB, DDIT3, SLC37A4, PSMD14, GLA, PSPH, MCM2, SDF2L1, SCD, SERP1, QDPR, RAB1A, EGLN3, SLC7A5, HSPA5, PPA1, XBP1, PLOD2, INSIG1, NMT1, M6PR, CXCR4, RRM2, DDX39A, PSMA3, EBP, PSMG1, CORO1A, TBK1, MLLT11, NUFIP1, PFKL, SRD5A1, ACLY, DHCR24, HSPA9, CDKN1A, SLC2A1, NFKBIB, ATP6V1D, DDIT4, PGM1, PSME3, IFI30, GSR, IDI1, SLC1A4, NUP205, HSP90B1, TMEM97, NFIL3, RPA1, RRP9, SLC9A3R1, SLC2A3, PPP1R15A, ALDOA, NAMPT, PHGDH, STARD4, PRDX1, UNG, FDXR, MCM4, BHLHE40, ACSL3, CANX, LGMN, LDLR, MTHFD2L, ENO1, GGA2, ACTR2, UCHL5, EEF1E1, EIF2S2, TES, USO1, ITGB2, ADIPOR2, SEC11A, HMBS, ATP2A2, FGL2, RDH11, HSPA4, GMPS
